Id,Rank,Mark,Wind,URI_Name,Competitor,DOB,Nat,Pos,Venue,City,Country,Date,Result_Score,Event,Sex
7660,488,23.0,0.0,Boglárka_Takács,Boglárka Takács,2001-08-28,HUN,3,Stadion Śląski,Chorzów,POL,2024-05-18,1135,200_metres,female
7661,488,23.0,-0.1,Jessica-bianca_Wessolly,Jessica-bianca Wessolly,1996-12-11,GER,2h3,Stadio Olimpico,Roma,ITA,2024-06-10,1135,200_metres,female
7662,488,23.0,0.5,Skyler_Franklin,Skyler Franklin,2007-07-24,USA,2,Franklin Field, Philadelphia,USA,2024-06-16,1135,200_metres,female
7663,488,23.0,0.5,Kennedy_Blackmon,Kennedy Blackmon,1999-10-02,USA,7h1,Hayward Field, Eugene,USA,2024-06-27,1135,200_metres,female
7664,488,23.0,0.5,Adaejah_Hodge,Adaejah Hodge,2006-03-21,IVB,5h6,Stade de France,Paris,FRA,2024-08-04,1135,200_metres,female
7665,488,23.0,-0.8,Bassant_Hemida,Bassant Hemida,1996-09-28,EGY,1f2,Wieslaw Maniak Municipal Athletic Stadium,Szczecin,POL,2024-08-28,1139,200_metres,female
7666,498,23.01,,Kaylyn_Brown,Kaylyn Brown,2004-12-31,USA,1f12,Randal Tyson Indoor Center, Fayetteville,i,2024-02-10,1176,200_metres,female
7667,498,23.01,,Madison_Whyte,Madison Whyte,2004-10-17,USA,1f10,Randal Tyson Indoor Center, Fayetteville,i,2024-02-16,1176,200_metres,female
7668,498,23.01,,Kaylyn_Brown,Kaylyn Brown,2004-12-31,USA,1h5,Randal Tyson Indoor Center, Fayetteville,i,2024-02-23,1176,200_metres,female
7669,498,23.01,,Camryn_Dickson,Camryn Dickson,2004-06-19,USA,2h6,Randal Tyson Indoor Center, Fayetteville,i,2024-02-23,1176,200_metres,female
7670,498,23.01,-1.8,Ida_Karstoft,Ida Karstoft,1995-10-29,DEN,2,Ansin Sports Complex, Miramar,USA,2024-04-06,1144,200_metres,female
7671,498,23.01,-0.4,Tamara_Clark,Tamara Clark,1999-01-09,USA,3,Egret Stadium,Xiamen,CHN,2024-04-20,1136,200_metres,female
7672,498,23.01,1.4,Brianna_Howard,Brianna Howard,,USA,1,University of the Incarnate Word, San Antonio,USA,2024-05-11,1134,200_metres,female
7673,498,23.01,0.6,Olga_Safronova,Olga Safronova,1991-11-05,KAZ,1,AFU Athletics Stadium,Tashkent,UZB,2024-05-22,1134,200_metres,female
7674,498,23.01,0.8,Jacqueline_Madogo,Jacqueline Madogo,2000-04-14,CAN,2,Alumni Stadium,Guelph,CAN,2024-06-04,1134,200_metres,female
7675,498,23.01,0.7,Polyniki_Emmanouilidou,Polyniki Emmanouilidou,2003-06-30,GRE,8,Stadio Olimpico,Roma,ITA,2024-06-11,1134,200_metres,female
7676,498,23.01,0.5,Adaejah_Hodge,Adaejah Hodge,2006-03-21,IVB,3,Franklin Field, Philadelphia,USA,2024-06-16,1134,200_metres,female
7677,498,23.01,-0.4,Asimenye_Simwaka,Asimenye Simwaka,1997-08-08,MAW,1h3,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-25,1136,200_metres,female
7678,498,23.01,-0.8,Skyler_Franklin,Skyler Franklin,2007-07-24,USA,1h1,National Stadium,Kingston,JAM,2024-06-29,1138,200_metres,female
7679,498,23.01,1.4,Torrie_Lewis,Torrie Lewis,2005-01-08,AUS,1f2,Munster Technological University Track,Cork,IRL,2024-07-09,1134,200_metres,female
7680,498,23.01,-0.4,Jodean_Williams,Jodean Williams,1993-11-11,JAM,5f2,Stadion Allmend,Luzern,SUI,2024-07-16,1136,200_metres,female
7681,498,23.01,0.5,Ida_Karstoft,Ida Karstoft,1995-10-29,DEN,6h6,Stade de France,Paris,FRA,2024-08-04,1134,200_metres,female
7682,498,23.01,-0.4,Krystsina_Tsimanouskaya,Krystsina Tsimanouskaya,1996-11-19,POL,23,Stade de France,Paris,FRA,2024-08-05,1136,200_metres,female
7683,498,23.01,0.1,Gina_Mariam_Bass_Bittaye,Gina Mariam Bass Bittaye,1995-05-03,GAM,2,Boudewijnstadion,Bruxelles,BEL,2024-09-14,1134,200_metres,female
7684,498,23.01,0.2,Tamara_Clark,Tamara Clark,1999-01-09,USA,5,Boudewijnstadion,Bruxelles,BEL,2024-09-14,1134,200_metres,female
7685,517,23.02,,Iyana_Gray,Iyana Gray,2003-02-27,USA,1f4,Sports Performance Center, Lubbock,i,2024-01-20,1175,200_metres,female
7686,517,23.02,,Rosey_Effiong,Rosey Effiong,2001-05-08,USA,6,Randal Tyson Indoor Center, Fayetteville,i,2024-01-26,1175,200_metres,female
7687,517,23.02,0.7,Zoe_Sherar,Zoe Sherar,1999-11-07,CAN,1f3,Percy Beard Track, Gainesville,USA,2024-03-29,1132,200_metres,female
7688,517,23.02,-0.4,Anavia_Battle,Anavia Battle,1999-03-28,USA,4,Egret Stadium,Xiamen,CHN,2024-04-20,1134,200_metres,female
7689,517,23.02,-0.8,Jassani_Carter,Jassani Carter,2003-11-04,USA,1f2,Hilmer Lodge Stadium, Walnut,USA,2024-04-20,1136,200_metres,female
7690,517,23.02,-0.5,Vitoria_Cristina_Rosa,Vitoria Cristina Rosa,1996-01-12,BRA,2,Centro de Atletismo Professor Oswaldo Terra,Sao Bernardo do Campo,BRA,2024-04-27,1135,200_metres,female
7691,517,23.02,-1.0,Helene_Parisot,Helene Parisot,1992-12-17,FRA,3,Le Grand Stade,Marrakech,MAR,2024-05-19,1138,200_metres,female
7692,517,23.02,1.3,Elise_Cooper,Elise Cooper,2007-02-07,USA,1,Hayward Field, Eugene,USA,2024-06-13,1132,200_metres,female
7693,517,23.02,-2.0,Adaejah_Hodge,Adaejah Hodge,2006-03-21,IVB,h2,National Stadium,Kingston,JAM,2024-06-29,1144,200_metres,female
7694,517,23.02,1.9,Sole_Frederick,Sole Frederick,2006-01-03,TTO,1,Hasely Crawford Stadium,Port-of-Spain,TTO,2024-06-30,1132,200_metres,female
7695,517,23.02,0.5,Marije_Van_Hunenstijn,Marije Van Hunenstijn,1995-03-02,NED,4,Stade Olympique de la Pontaise,Lausanne,SUI,2024-08-22,1132,200_metres,female
7696,517,23.02,0.5,Leonie_Pointet,Leonie Pointet,2001-02-17,SUI,5,Stade Olympique de la Pontaise,Lausanne,SUI,2024-08-22,1132,200_metres,female
7697,529,23.03,,Iyana_Gray,Iyana Gray,2003-02-27,USA,1f3,Convention Center, Albuquerque,i,2024-02-02,1174,200_metres,female
7698,529,23.03,,Julia_Henriksson,Julia Henriksson,2000-07-11,SWE,1,Eva Lisa Holtz Arena,Karlstad,i,2024-02-18,1174,200_metres,female
7699,529,23.03,,Rachel_Glenn,Rachel Glenn,2002-04-17,USA,1h4,Randal Tyson Indoor Center, Fayetteville,i,2024-02-23,1174,200_metres,female
7700,529,23.03,,Kaila_Jackson,Kaila Jackson,2004-06-30,USA,3f2,Randal Tyson Indoor Center, Fayetteville,i,2024-02-24,1174,200_metres,female
7701,529,23.03,2.0,Irene_Siragusa,Irene Siragusa,1993-06-23,ITA,1f1,Mestský Stadion Sletište,Kladno,CZE,2024-05-22,1131,200_metres,female
7702,529,23.03,1.1,Jayla_Jamison,Jayla Jamison,2003-09-06,USA,2h4,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-23,1131,200_metres,female
7703,529,23.03,1.8,Te'anna_Harlin,Te'anna Harlin,,USA,2pr5,John McDonnell Field, Fayetteville,USA,2024-05-23,1131,200_metres,female
7704,529,23.03,1.7,Viktoriya_Maksimova,Viktoriya Maksimova,2002-11-11,RUS,1,Olympic Stadium,Cheboksary,RUS,2024-06-22,1131,200_metres,female
7705,529,23.03,1.7,Julia_Henriksson,Julia Henriksson,2000-07-11,SWE,1h3,Rimnersvallen,Uddevalla,SWE,2024-06-29,1131,200_metres,female
7706,529,23.03,-0.3,Paula_Sevilla,Paula Sevilla,1997-06-28,ESP,2,Estadi Olímpic Camilo Cano,La Nucia,ESP,2024-06-30,1132,200_metres,female
7707,529,23.03,1.0,Imke_Vervaet,Imke Vervaet,1993-04-11,BEL,1,Boudewijnstadion,Bruxelles,BEL,2024-06-30,1131,200_metres,female
7708,529,23.03,0.1,Delphine_Nkansa,Delphine Nkansa,2001-09-21,BEL,3,Boudewijnstadion,Bruxelles,BEL,2024-09-14,1131,200_metres,female
7709,541,23.04,,Rachel_Glenn,Rachel Glenn,2002-04-17,USA,1f14,Randal Tyson Indoor Center, Fayetteville,i,2024-02-10,1173,200_metres,female
7710,541,23.04,2.0,Jael_Bestue,Jael Bestue,2000-09-24,ESP,2,Centro Sportivo Fontanassa,Savona,ITA,2024-05-15,1130,200_metres,female
7711,541,23.04,1.8,Lia_Love,Lia Love,,USA,3pr5,John McDonnell Field, Fayetteville,USA,2024-05-23,1130,200_metres,female
7712,541,23.04,1.9,Diandrenique_Gaines,Diandrenique Gaines,2002-08-09,USA,4,Emporia St. Francis G. Welch Stadium, Emporia,USA,2024-05-25,1130,200_metres,female
7713,541,23.04,-2.0,Maboundou_Kone,Maboundou Kone,1997-05-16,CIV,5,Olympiastadion,Stockholm,SWE,2024-06-02,1142,200_metres,female
7714,541,23.04,0.6,Rosey_Effiong,Rosey Effiong,2001-05-08,USA,6sf2,Hayward Field, Eugene,USA,2024-06-28,1130,200_metres,female
7715,541,23.04,-1.1,Lanae-tava_Thomas,Lanae-tava Thomas,2001-01-28,JAM,1h3,National Stadium,Kingston,JAM,2024-06-29,1136,200_metres,female
7716,541,23.04,-0.4,Nicole_Caicedo,Nicole Caicedo,2000-09-02,ECU,33,Stade de France,Paris,FRA,2024-08-05,1132,200_metres,female
7717,549,23.05,1.4,Natalia_Kaczmarek,Natalia Kaczmarek,1998-01-17,POL,1f3,Pilditch Stadium,Pretoria,RSA,2024-01-27,1129,200_metres,female
7718,549,23.05,-1.5,Torrie_Lewis,Torrie Lewis,2005-01-08,AUS,1,SA Athletic Stadium,Adelaide,AUS,2024-02-10,1138,200_metres,female
7719,549,23.05,1.0,Aaliyah_Butler,Aaliyah Butler,2003-11-05,USA,1f1,UMiami Cobb Stadium, Coral Gables,USA,2024-03-23,1129,200_metres,female
7720,549,23.05,-0.3,Torrie_Lewis,Torrie Lewis,2005-01-08,AUS,1,SA Athletic Stadium,Adelaide,AUS,2024-04-14,1130,200_metres,female
7721,549,23.05,1.7,Madison_Whyte,Madison Whyte,2004-10-17,USA,2f1,USC Cromwell Field at Loker Track Stadium, Los Angeles,USA,2024-04-28,1129,200_metres,female
7722,549,23.05,1.5,Brianna_Howard,Brianna Howard,,USA,1h2,University of the Incarnate Word, San Antonio,USA,2024-05-09,1129,200_metres,female
7723,549,23.05,-0.3,Joyasia_Smith,Joyasia Smith,2004-08-04,USA,1,Park West Ath. Complex, San Antonio,USA,2024-05-10,1130,200_metres,female
7724,549,23.05,-0.2,Olga_Safronova,Olga Safronova,1991-11-05,KAZ,1,,Tashkent,UZB,2024-05-12,1130,200_metres,female
7725,549,23.05,0.8,Talea_Prepens,Talea Prepens,2001-12-28,GER,1f1,Enwag-Stadion,Wetzlar,GER,2024-05-18,1129,200_metres,female
7726,549,23.05,0.9,Zahria_Allers-liburd,Zahria Allers-liburd,2002-03-06,SKN,2h1,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-23,1129,200_metres,female
7727,549,23.05,1.8,Madison_Whyte,Madison Whyte,2004-10-17,USA,4pr5,John McDonnell Field, Fayetteville,USA,2024-05-23,1129,200_metres,female
7728,549,23.05,0.0,Asimenye_Simwaka,Asimenye Simwaka,1997-08-08,MAW,3,Stade Omnisport de JAPOMA,Douala,CMR,2024-06-26,1129,200_metres,female
7729,549,23.05,0.8,Elise_Cooper,Elise Cooper,2007-02-07,USA,3h2,Hayward Field, Eugene,USA,2024-06-27,1129,200_metres,female
7730,549,23.05,1.4,Camryn_Dickson,Camryn Dickson,2004-06-19,USA,8sf3,Hayward Field, Eugene,USA,2024-06-28,1129,200_metres,female
7731,549,23.05,-0.6,Daryll_Neita,Daryll Neita,1996-08-29,GBR,1h3,Manchester Regional Arena,Manchester,GBR,2024-06-30,1132,200_metres,female
7732,549,23.05,0.5,Viktoriya_Maksimova,Viktoriya Maksimova,2002-11-11,RUS,1,Olympic Stadium,Cheboksary,RUS,2024-07-09,1129,200_metres,female
7733,549,23.05,0.6,Boglárka_Takács,Boglárka Takács,2001-08-28,HUN,22,Stade de France,Paris,FRA,2024-08-05,1129,200_metres,female
7734,549,23.05,0.1,Boglárka_Takács,Boglárka Takács,2001-08-28,HUN,4,Boudewijnstadion,Bruxelles,BEL,2024-09-14,1129,200_metres,female
7735,567,23.06,,Jayla_Jamison,Jayla Jamison,2003-09-06,USA,1f3,Clemson Indoor Track & Field Complex, Clemson,i,2024-02-10,1171,200_metres,female
7736,567,23.06,,Julia_Henriksson,Julia Henriksson,2000-07-11,SWE,1f2,Bærum Idrettspark, Rud,i,2024-02-11,1171,200_metres,female
7737,567,23.06,,Jayla_Jamison,Jayla Jamison,2003-09-06,USA,1h8,Randal Tyson Indoor Center, Fayetteville,i,2024-02-23,1171,200_metres,female
7738,567,23.06,1.4,Finette_Agyapong,Finette Agyapong,1997-02-01,GBR,4f1,Percy Beard Track, Gainesville,USA,2024-04-12,1128,200_metres,female
7739,567,23.06,1.0,Yuting_Li,Yuting Li,2002-05-03,CHN,1f1,University of North Florda Jax Track at Hodges Stadium, Jacksonville,USA,2024-04-26,1128,200_metres,female
7740,567,23.06,0.3,Bailey_Johnson,Bailey Johnson,,USA,2,Mike A. Myers Stadium, Austin,USA,2024-05-05,1128,200_metres,female
7741,567,23.06,-0.5,Makenzy_Pierre-webster,Makenzy Pierre-webster,2001-04-05,CAN,1h3,Geroge C. Griffin Track, Atlanta,USA,2024-05-09,1131,200_metres,female
7742,567,23.06,1.7,Tiriah_Kelley,Tiriah Kelley,2004-06-16,USA,1h1,Clyde Hart Track & Field Stadium, Waco,USA,2024-05-09,1128,200_metres,female
7743,567,23.06,-0.5,Tima_Godbless,Tima Godbless,2004-07-14,NGR,3h1,Percy Beard Track, Gainesville,USA,2024-05-09,1131,200_metres,female
7744,567,23.06,1.0,Ariane_Linton,Ariane Linton,2003-10-02,USA,3h5,Percy Beard Track, Gainesville,USA,2024-05-09,1128,200_metres,female
7745,567,23.06,1.0,Irene_Siragusa,Irene Siragusa,1993-06-23,ITA,1,Pista atletismo Can Mises,Ibiza,ESP,2024-05-11,1128,200_metres,female
7746,567,23.06,-1.0,Caisja_Chandler,Caisja Chandler,2000-06-18,USA,4,Le Grand Stade,Marrakech,MAR,2024-05-19,1134,200_metres,female
7747,567,23.06,-0.1,Cynteria_James,Cynteria James,2005-09-07,USA,5sf3,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-25,1128,200_metres,female
7748,567,23.06,1.5,Raykiyat_Olukoju,Raykiyat Olukoju,2004-07-29,USA,1f1,Notre Dame HS, Sherman Oaks,USA,2024-06-07,1128,200_metres,female
7749,567,23.06,1.7,Nora_Lindahl,Nora Lindahl,2004-09-10,SWE,1h2,Rimnersvallen,Uddevalla,SWE,2024-06-29,1128,200_metres,female
7750,567,23.06,-0.3,Esther_Navero,Esther Navero,2000-07-30,ESP,3,Estadi Olímpic Camilo Cano,La Nucia,ESP,2024-06-30,1129,200_metres,female
7751,567,23.06,1.4,Viwe_Jingqi,Viwe Jingqi,2005-02-17,RSA,4f1,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1128,200_metres,female
7752,567,23.06,0.2,Polyniki_Emmanouilidou,Polyniki Emmanouilidou,2003-06-30,GRE,4h5,Stade de France,Paris,FRA,2024-08-04,1128,200_metres,female
7753,585,23.07,,Henriette_Jæger,Henriette Jæger,2003-06-30,NOR,1f1,Bærum Idrettspark, Rud,i,2024-02-11,1170,200_metres,female
7754,585,23.07,,Rosemary_Chukwuma,Rosemary Chukwuma,2001-12-05,NGR,1h7,Sports Performance Center, Lubbock,i,2024-02-23,1170,200_metres,female
7755,585,23.07,,Kennedi_Porter,Kennedi Porter,,USA,1,Convention Center, Albuquerque,i,2024-02-24,1170,200_metres,female
7756,585,23.07,0.5,Kennedy_Blackmon,Kennedy Blackmon,1999-10-02,USA,2f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-20,1127,200_metres,female
7757,585,23.07,1.7,Kenondra_Davis,Kenondra Davis,2003-02-15,USA,2h1,Clyde Hart Track & Field Stadium, Waco,USA,2024-05-09,1127,200_metres,female
7758,585,23.07,0.5,Denisha_Cartwright,Denisha Cartwright,1999-12-28,BAH,1,Track & Field Complex, Mankato,USA,2024-05-11,1127,200_metres,female
7759,585,23.07,0.2,Aimara_Nazareno,Aimara Nazareno,2001-11-30,ECU,1,Pista de Atletismo da Universidade Federal do Mato Grosso,Cuiaba,BRA,2024-05-12,1127,200_metres,female
7760,585,23.07,0.1,Olivia_Fotopoulou,Olivia Fotopoulou,1996-12-20,CYP,1f2,Tsirio Stadium,Limassol,CYP,2024-05-17,1127,200_metres,female
7761,585,23.07,-0.4,Olga_Safronova,Olga Safronova,1991-11-05,KAZ,1,AFU Athletics Stadium,Tashkent,UZB,2024-06-28,1129,200_metres,female
7762,585,23.07,0.2,Olivia_Fotopoulou,Olivia Fotopoulou,1996-12-20,CYP,5h5,Stade de France,Paris,FRA,2024-08-04,1127,200_metres,female
7763,595,23.08,,Nickisha_Pryce,Nickisha Pryce,2001-03-07,JAM,1f15,Randal Tyson Indoor Center, Fayetteville,i,2024-02-10,1170,200_metres,female
7764,595,23.08,,Dajaz_Defrand,Dajaz Defrand,2003-10-16,USA,4h2,The Track at New Balance, Boston,i,2024-03-08,1170,200_metres,female
7765,595,23.08,0.5,Taylor_Snaer,Taylor Snaer,2005-02-22,USA,1f1,Miller& Capriotti Athletics Complex, San Luis Obispo,USA,2024-03-22,1126,200_metres,female
7766,595,23.08,1.3,Dennisha_Page,Dennisha Page,,USA,2f1,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-03-29,1126,200_metres,female
7767,595,23.08,1.0,Na'taja_Ballard,Na'taja Ballard,,USA,4h5,Percy Beard Track, Gainesville,USA,2024-05-09,1126,200_metres,female
7768,595,23.08,-0.9,Shirley_Nekhubui,Shirley Nekhubui,2000-07-31,RSA,1f2,Pilditch Stadium,Pretoria,RSA,2024-05-18,1131,200_metres,female
7769,595,23.08,-0.1,Halle_Bieber,Halle Bieber,2000-12-21,USA,4sf1,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-25,1126,200_metres,female
7770,595,23.08,1.8,Kennedy_Blackmon,Kennedy Blackmon,1999-10-02,USA,4,National Stadium,Kingston,JAM,2024-06-01,1126,200_metres,female
7771,595,23.08,0.1,Caisja_Chandler,Caisja Chandler,2000-06-18,USA,6h4,Hayward Field, Eugene,USA,2024-06-27,1126,200_metres,female
7772,595,23.08,0.6,Lorene_Dorcas_Bazolo,Lorene Dorcas Bazolo,1983-05-04,POR,41,Stade de France,Paris,FRA,2024-08-05,1126,200_metres,female
7773,595,23.08,-0.9,Torrie_Lewis,Torrie Lewis,2005-01-08,AUS,14,Stade de France,Paris,FRA,2024-08-05,1131,200_metres,female
7774,606,23.09,,Madeline_Wilson,Madeline Wilson,,USA,1f3,Convention Center, Albuquerque,i,2024-02-09,1169,200_metres,female
7775,606,23.09,,Niesha_Burgher,Niesha Burgher,2002-08-08,JAM,2f10,Randal Tyson Indoor Center, Fayetteville,i,2024-02-16,1169,200_metres,female
7776,606,23.09,0.6,Alexis_Holmes,Alexis Holmes,2000-01-28,USA,1f2,LSU Bernie Moore Stadium, Baton Rouge,USA,2024-04-27,1125,200_metres,female
7777,606,23.09,0.8,Jaqual_Bush,Jaqual Bush,,USA,2h5,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-23,1125,200_metres,female
7778,606,23.09,-0.1,Sarah_Akpan,Sarah Akpan,,USA,5sf1,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-25,1125,200_metres,female
7779,606,23.09,0.8,Olga_Safronova,Olga Safronova,1991-11-05,KAZ,3,Lantos Mihály Sportközpont,Budapest,HUN,2024-05-26,1125,200_metres,female
7780,606,23.09,1.8,Candace_Hill,Candace Hill,1999-02-11,USA,5,National Stadium,Kingston,JAM,2024-06-01,1125,200_metres,female
7781,606,23.09,-3.1,Lynna_Irby-jackson,Lynna Irby-jackson,1998-12-06,USA,4,Icahn Stadium, New York,USA,2024-06-09,1143,200_metres,female
7782,606,23.09,0.1,Boglárka_Takács,Boglárka Takács,2001-08-28,HUN,4sf3,Stadio Olimpico,Roma,ITA,2024-06-10,1125,200_metres,female
7783,606,23.09,1.3,Taylor_Snaer,Taylor Snaer,2005-02-22,USA,2,Hayward Field, Eugene,USA,2024-06-13,1125,200_metres,female
7784,606,23.09,1.3,Cecilia_Tamayo-garza,Cecilia Tamayo-garza,1997-03-04,MEX,2,The Bahamas National Stadium,Nassau,BAH,2024-06-16,1125,200_metres,female
7785,606,23.09,1.7,Jacqueline_Madogo,Jacqueline Madogo,2000-04-14,CAN,1,Piste Ben Leduc,Montreal,CAN,2024-06-21,1125,200_metres,female
7786,606,23.09,1.6,Kevona_Davis,Kevona Davis,2001-12-20,JAM,6,National Stadium,Kingston,JAM,2024-06-30,1125,200_metres,female
7787,606,23.09,1.4,Talitha_Diggs,Talitha Diggs,2002-08-22,USA,2f2,Munster Technological University Track,Cork,IRL,2024-07-09,1125,200_metres,female
7788,606,23.09,1.0,Elisa_Valensin,Elisa Valensin,2007-01-01,ITA,1f1,,Banská Bystrica,SVK,2024-07-20,1125,200_metres,female
7789,606,23.09,0.2,Amy_Hunt,Amy Hunt,2002-05-15,GBR,6,Boudewijnstadion,Bruxelles,BEL,2024-09-14,1125,200_metres,female
7790,622,23.1,,Mckenzie_Long,Mckenzie Long,2000-07-11,USA,7,Randal Tyson Indoor Center, Fayetteville,i,2024-01-26,1168,200_metres,female
7791,622,23.1,,Thelma_Davies,Thelma Davies,2000-05-08,USA,2f15,Randal Tyson Indoor Center, Fayetteville,i,2024-02-10,1168,200_metres,female
7792,622,23.1,,Marije_Van_Hunenstijn,Marije Van Hunenstijn,1995-03-02,NED,1,Omnisport,Apeldoorn,i,2024-02-18,1168,200_metres,female
7793,622,23.1,,Iyana_Gray,Iyana Gray,2003-02-27,USA,1h4,Sports Performance Center, Lubbock,i,2024-02-23,1168,200_metres,female
7794,622,23.1,,Rosey_Effiong,Rosey Effiong,2001-05-08,USA,3f1,The Track at New Balance, Boston,i,2024-03-09,1168,200_metres,female
7795,622,23.1,1.0,Brianna_White,Brianna White,2002-06-09,USA,1f2,UCF Soccer and Track Complex, Orlando,USA,2024-03-15,1124,200_metres,female
7796,622,23.1,0.9,Sabrina_Dockery,Sabrina Dockery,2006-09-17,JAM,1h2,Kirani James Athletic Stadium,St. George's,GRN,2024-03-31,1124,200_metres,female
7797,622,23.1,1.6,Ama_Pipi,Ama Pipi,1995-11-26,GBR,2f1,National Training Center, Clermont,USA,2024-04-20,1124,200_metres,female
7798,622,23.1,0.2,Jaslyn_Gardner,Jaslyn Gardner,2000-06-01,USA,1f1,Clarence F. Robison Track, Provo,USA,2024-04-27,1124,200_metres,female
7799,622,23.1,-0.4,Zaynab_Dosso,Zaynab Dosso,1999-09-12,ITA,1,Stadio dei Marmi,Roma,ITA,2024-05-18,1126,200_metres,female
7800,622,23.1,1.2,Anna_Bongiorni,Anna Bongiorni,1993-09-15,ITA,1,Fana Stadion,Bergen,NOR,2024-05-22,1124,200_metres,female
7801,622,23.1,0.5,Jaqual_Bush,Jaqual Bush,,USA,5sf2,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-25,1124,200_metres,female
7802,622,23.1,0.5,Chante_Clinkscale,Chante Clinkscale,,USA,5sf2,Un. of Kentucky Outdoor Track Facility, Lexington,USA,2024-05-25,1124,200_metres,female
7803,622,23.1,-0.2,Jenna_Prandini,Jenna Prandini,1992-11-20,USA,6,Bislett Stadion,Oslo,NOR,2024-05-30,1125,200_metres,female
7804,622,23.1,0.6,Jada_Griffin,Jada Griffin,1999-09-25,USA,2,Alumni Field,Windsor,CAN,2024-06-02,1124,200_metres,female
7805,622,23.1,1.2,Brianna_Howard,Brianna Howard,,USA,8sf2,Hayward Field, Eugene,USA,2024-06-06,1124,200_metres,female
7806,622,23.1,0.7,Martyna_Kotwiła,Martyna Kotwiła,1999-01-13,POL,1,Zdzisław Krzyszkowiak Stadium,Bydgoszcz,POL,2024-06-28,1124,200_metres,female
7807,622,23.1,-0.2,Laura_Martínez_Ibarguen,Laura Martínez Ibarguen,2004-08-25,COL,1,Pedro Grajales,Cali,COL,2024-06-30,1125,200_metres,female
7808,622,23.1,0.7,Anna_Bongiorni,Anna Bongiorni,1993-09-15,ITA,1,Campo Montagna,La Spezia,ITA,2024-06-30,1124,200_metres,female
7809,622,23.1,1.0,Jodie_Williams,Jodie Williams,1993-09-28,GBR,3f2,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1124,200_metres,female
7810,622,23.1,1.4,Lorene_Dorcas_Bazolo,Lorene Dorcas Bazolo,1983-05-04,POR,5h1,Stade de France,Paris,FRA,2024-08-04,1124,200_metres,female
7811,622,23.1,-0.8,Yuliya_Karavayeva,Yuliya Karavayeva,2000-11-23,RUS,1,Kalininets Stadium,Yekaterinburg,RUS,2024-08-18,1128,200_metres,female
7812,622,23.1,0.0,Shanoya_Mikalia_Douglas,Shanoya Mikalia Douglas,2007-09-11,JAM,3,Estadio Atletico de la VIDENA,Lima,PER,2024-08-30,1124,200_metres,female
7813,645,23.11,,Jasmine_Montgomery,Jasmine Montgomery,,USA,1f6,"R.A. ""Murray"" Fasken Indoor Track Stadium", College Station,i,2024-01-13,1167,200_metres,female
7814,645,23.11,1.0,Kiah_Williams,Kiah Williams,2002-06-28,USA,2f2,UCF Soccer and Track Complex, Orlando,USA,2024-03-15,1123,200_metres,female
7815,645,23.11,0.2,Sha'carri_Richardson,Sha'carri Richardson,2000-03-25,USA,3,Suzhou Olympic Sports Centre,Suzhou,CHN,2024-04-27,1123,200_metres,female
7816,645,23.11,0.4,Amy_Hunt,Amy Hunt,2002-05-15,GBR,1,Stade Delort,Marseille,FRA,2024-05-22,1123,200_metres,female
7817,645,23.11,-0.7,Celeste_Robinson,Celeste Robinson,,USA,1h8,Hayward Field, Eugene,USA,2024-06-14,1127,200_metres,female
7818,645,23.11,-1.1,Olga_Safronova,Olga Safronova,1991-11-05,KAZ,1,Olympic Training Base,Almaty,KAZ,2024-06-23,1129,200_metres,female
7819,645,23.11,1.0,Rani_Rosius,Rani Rosius,2000-04-25,BEL,2,Boudewijnstadion,Bruxelles,BEL,2024-06-30,1123,200_metres,female
7820,645,23.11,1.4,Brooke_Ironside,Brooke Ironside,2003-06-18,GBR,2f1,Sola Arena,Karlstad,SWE,2024-07-04,1123,200_metres,female
7821,645,23.11,1.4,Torrie_Lewis,Torrie Lewis,2005-01-08,AUS,5f1,Stade de La Charriere,La Chaux-de-Fonds,SUI,2024-07-14,1123,200_metres,female
7822,645,23.11,0.1,Yuliya_Karavayeva,Yuliya Karavayeva,2000-11-23,RUS,1sf2,Kalininets Stadium,Yekaterinburg,RUS,2024-08-17,1123,200_metres,female
7823,645,23.11,-0.9,Krystsina_Tsimanouskaya,Krystsina Tsimanouskaya,1996-11-19,POL,2f1,Wieslaw Maniak Municipal Athletic Stadium,Szczecin,POL,2024-08-28,1128,200_metres,female
7824,656,23.12,,Dennisha_Page,Dennisha Page,,USA,2f3,Convention Center, Albuquerque,i,2024-02-02,1166,200_metres,female
7825,656,23.12,-1.5,Natacha_Ngoye,Natacha Ngoye,1993-08-15,CGO,1h2,University of Ghana Sports Stadium,Accra,GHA,2024-03-21,1131,200_metres,female
