"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
69,553,12.93,1.4,Elena CARRARO,03 JAN 2001,ITA,1h2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1159
70,553,12.93,0.0,Ebony MORRISON,28 DEC 1994,LBR,6h2,"Stade de France, Paris (FRA)",07 AUG 2024,1159
71,553,12.93,-0.3,Alaysha JOHNSON,20 JUL 1996,USA,7,"Stade de France, Paris (FRA)",10 AUG 2024,1160
72,553,12.93,1.2,Marlene MEIER,07 MAR 2002,GER,3,"Olympiastadion, Berlin (GER)",01 SEP 2024,1159
73,574,12.94,0.9,Leah PHILLIPS,14 AUG 2002,USA,2f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1158
74,574,12.94,-1.3,Amber HUGHES,23 SEP 1994,USA,3,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1165
75,574,12.94,1.1,Leah PHILLIPS,14 AUG 2002,USA,1h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1158
76,574,12.94,1.1,Jaiya COVINGTON,09 AUG 2003,USA,1h1,"Percy Beard Track, Gainesville, FL (USA)",10 MAY 2024,1158
77,574,12.94,-1.3,Jasmine JONES,30 NOV 2001,USA,1h2,"Potts Field, Boulder, CO (USA)",11 MAY 2024,1165
78,574,12.94,-0.7,Yumi TANAKA,15 DEC 1998,JPN,1h1,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1162
79,574,12.94,1.3,Lucheyona WEAVER,2003,USA,2h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1158
80,574,12.94,1.0,Jalaysiya SMITH,11 JUN 2003,USA,2pr6,"John McDonnell Field, Fayetteville, AR (USA)",23 MAY 2024,1158
81,574,12.94,0.7,Jyothi YARRAJI,28 AUG 1999,IND,1h1,"Stadion, Lahti (FIN)",24 MAY 2024,1158
82,574,12.94,0.2,Sidonie FIADANANTSOA,30 APR 1999,MAD,2,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1158
83,574,12.94,0.9,Nadine VISSER,09 FEB 1995,NED,1er,"Sportcomplex De Leidse Hout, Leiden (NED)",25 MAY 2024,1158
84,574,12.94,0.1,Klaudia SICIARZ,15 MAR 1998,POL,2h1,"Stadio Olimpico, Roma (ITA)",07 JUN 2024,1158
85,574,12.94,0.8,Sarah LAVIN,28 MAY 1994,IRL,7,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1158
86,574,12.94,0.1,Klaudia SICIARZ,15 MAR 1998,POL,4sf3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1158
87,574,12.94,-1.9,Yanique THOMPSON,12 MAR 1996,JAM,7,"Icahn Stadium, New York, NY (USA)",09 JUN 2024,1169
88,574,12.94,-0.2,Charisma TAYLOR,03 SEP 1999,BAH,2,"T. Robinson Stadium, Nassau (BAH)",27 JUN 2024,1159
89,574,12.94,1.6,Pauline LETT,08 OCT 1991,FRA,1,"Stade Josette et Roger Mikulak, Angers (FRA)",29 JUN 2024,1158
90,574,12.94,1.5,Pauline LETT,08 OCT 1991,FRA,1h3,"Stade Josette et Roger Mikulak, Angers (FRA)",29 JUN 2024,1158
91,574,12.94,1.2,Klaudia WOJTUNIK,15 MAY 1999,POL,1,"Stadion Zygmunta Szelesta, Warszawa (POL)",29 JUN 2024,1158
92,574,12.94,1.4,Pauline LETT,08 OCT 1991,FRA,2h2,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1158
93,574,12.94,-1.7,Kendra HARRISON,18 SEP 1992,USA,6,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1168
94,574,12.94,-0.6,Liz CLAY,09 MAY 1995,AUS,4h5,"Stade de France, Paris (FRA)",07 AUG 2024,1161
95,574,12.94,1.1,Maayke TJIN-A-LIM,10 JAN 1998,NED,1,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1158
96,574,12.94,0.6,Pia SKRZYSZOWSKA,20 APR 2001,POL,4,"Stadio Comunale, Bellinzona (SUI)",09 SEP 2024,1158
97,598,12.95,1.9,Habiba HARRIS,26 SEP 2005,JAM,1,"National Stadium, Kingston (JAM)",03 MAR 2024,1156
98,598,12.95,1.4,Gabrielle GIBSON,19 AUG 2000,BAH,2f2,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",06 APR 2024,1156
99,598,12.95,1.3,Lotta HARALA,26 MAR 1992,FIN,3,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1156
0,598,12.95,0.9,Lotta HARALA,26 MAR 1992,FIN,2h2,"Harjun stadion, Jyväskylä (FIN)",22 MAY 2024,1156
1,598,12.95,1.3,Oneka WILSON,09 JUN 2003,JAM,3h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",23 MAY 2024,1156
2,598,12.95,1.4,Rosealee COOPER,04 NOV 2000,JAM,3sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",25 MAY 2024,1156
3,598,12.95,1.5,Giada CARMASSI,15 MAY 1994,ITA,1f1,"Boudewijnstadion, Bruxelles (BEL)",26 MAY 2024,1156
4,598,12.95,0.2,Demisha ROSWELL,19 JUN 1998,JAM,5f1,"Edwin Moses Track, Atlanta, GA (USA)",31 MAY 2024,1156
5,598,12.95,0.7,Ebony MORRISON,28 DEC 1994,LBR,1h1,"Alumni Field, Windsor (CAN)",02 JUN 2024,1156
6,598,12.95,0.1,Laeticia BAPTÉ,08 FEB 1999,FRA,5sf3,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1156
7,598,12.95,1.8,Chari HAWKINS,21 MAY 1991,USA,1h1,"CVEATC, Chula Vista, CA (USA)",08 JUN 2024,1156
8,598,12.95,1.8,Beatričė JUŠKEVIČIŪTĖ,10 JAN 2000,LTU,1,"Palangos Stadionas, Palanga (LTU)",28 JUN 2024,1156
9,598,12.95,0.6,Asuka TERADA,14 JAN 1990,JPN,1h4,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1156
10,598,12.95,1.8,Talie BONDS,02 OCT 1998,USA,2f2,"Munster Technological University Track, Cork (IRL)",09 JUL 2024,1156
11,598,12.95,-1.4,Alia ARMSTRONG,28 DEC 2000,USA,4,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1164
12,598,12.95,0.7,Amber HUGHES,23 SEP 1994,USA,5h2,"Percy Beard Track, Gainesville, FL (USA)",19 JUL 2024,1156
