"",Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,Results Score
3,1219,10.26,1.4,Haruki NARUSHIMA,01 FEB 2004,JPN,1er4,"Athletic Park Stadium, Sano (JPN)",11 AUG 2024,1118
4,1219,10.26,0.7,Timothé MUMENTHALER,12 DEC 2002,SUI,1,"Stadion Hard, Langenthal (SUI)",17 AUG 2024,1118
5,1219,10.26,1.2,Yuhi MORI,14 DEC 2003,JPN,1h1,"Hokuroku Park Athletic Field, Fujiyoshida (JPN)",18 AUG 2024,1118
6,1219,10.26,-0.9,Bradley NKOANA,27 JAN 2005,RSA,3,"Estadio Atlético de la VIDENA, Lima (PER)",28 AUG 2024,1123
7,1219,10.26,1.0,Lucas ANSAH-PEPRAH,16 JAN 2000,GER,2h1,"Heinz-Steyer-Stadion, Dresden (GER)",30 AUG 2024,1118
8,1219,10.26,0.4,JT SMITH,12 JAN 1998,USA,1h3,"Heinz-Steyer-Stadion, Dresden (GER)",30 AUG 2024,1118
9,1219,10.26,0.0,Ronnie BAKER,15 OCT 1993,USA,8,"Olympiastadion, Berlin (GER)",01 SEP 2024,1118
10,1219,10.26,1.4,David MORGAN-HARRISON,27 AUG 2001,GBR,2,"Østerbro Stadium, Copenhagen (DEN)",03 SEP 2024,1118
11,1219,10.26,-0.6,Ebrahima CAMARA,18 SEP 1996,GAM,1h2,Priboj (SRB),04 SEP 2024,1121
12,1219,10.26,0.6,Zheyang LI,22 JUL 2000,CHN,2,"Sports Center, Quzhou (CHN)",15 SEP 2024,1118
13,1219,10.26,-0.4,Takehiro GODO,01 MAY 2004,JPN,4,"Todoroki Stadium, Kawasaki (JPN)",20 SEP 2024,1120
14,1219,10.26,0.9,Naoki OKAMI,17 JAN 2000,JPN,3h4,"Ishin Me-Life Stadium, Yamaguchi (JPN)",22 SEP 2024,1118
15,1219,10.26,-0.5,Shoto UNO,17 MAY 2001,JPN,1h2,"Denka Big Swan Stadium, Niigata (JPN)",29 SEP 2024,1121
16,1317,10.27,1.9,Alex HARTMANN,07 MAR 1993,AUS,6f1,"AIS Athletics Track, Canberra (AUS)",27 JAN 2024,1115
17,1317,10.27,0.0,Okon Israel SUNDAY,11 NOV 2006,NGR,1sf3,"Stephen Keshi Stadium, Asaba (NGR)",17 FEB 2024,1115
18,1317,10.27,1.3,Tiaan WHELPTON,29 MAR 2000,NZL,1f7,"Pilditch Stadium, Pretoria (RSA)",24 FEB 2024,1115
19,1317,10.27,0.3,Noelex HOLDER,21 DEC 1999,GUY,1sf1,"National Track and Field Centre, Leonora (GUY)",02 MAR 2024,1115
20,1317,10.27,-0.1,Sebastian SULTANA,15 SEP 2005,AUS,1f1,"Blacktown Athletics Track, Sydney (AUS)",07 MAR 2024,1115
21,1317,10.27,0.2,Ismail KAMARA,14 FEB 1997,SLE,2,"SOPAC, Sydney (AUS)",16 MAR 2024,1115
22,1317,10.27,0.0,Max THOMAS,24 FEB 2004,USA,1f1,"USC Cromwell Field at Loker Track Stadium, Los Angeles, CA (USA)",23 MAR 2024,1115
23,1317,10.27,2.0,Brandon CARNES,06 MAR 1995,USA,2f2,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1115
24,1317,10.27,1.5,Javonte' HARDING,29 AUG 2001,USA,7f1,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",30 MAR 2024,1115
25,1317,10.27,1.9,Malachi SNOW,,USA,1,"Cobb Track and Angell Field, Palo Alto, CA (USA)",30 MAR 2024,1115
26,1317,10.27,1.2,Tyson TIPPETT,11 FEB 2003,USA,1f2,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",06 APR 2024,1115
27,1317,10.27,1.6,Jinfeng CHEN,08 AUG 2004,CHN,2sf2,"Zhaoqing Sports Center, Zhaoqing (CHN)",09 APR 2024,1115
28,1317,10.27,-1.2,Sebastian SULTANA,15 SEP 2005,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",13 APR 2024,1122
29,1317,10.27,1.2,Aymeric PRIAM,26 JUN 2000,FRA,2f2,"Stade Edmard Lama, Remire-Montjoly (FRA)",13 APR 2024,1115
30,1317,10.27,-0.2,Shengjie WANG,31 MAR 2000,CHN,1h2,"HOC Stadium, Hangzhou (CHN)",13 APR 2024,1116
31,1317,10.27,0.4,Kai COLE,,USA,1f1,"Morris Williams T&F Stadium, Durham, NC (USA)",13 APR 2024,1115
32,1317,10.27,1.8,Matteo MELLUZZO,29 JUL 2002,ITA,1,"Stadio Luigi Ridolfi, Firenze (ITA)",13 APR 2024,1115
33,1317,10.27,-1.4,Akani SIMBINE,21 SEP 1993,RSA,1sf1,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",18 APR 2024,1123
34,1317,10.27,-0.5,Bayanda WALAZA,09 FEB 2006,RSA,2,"Msunduzi Athletics Stadium, Pietermaritzburg (RSA)",19 APR 2024,1118
35,1317,10.27,-0.6,Rohan WATSON,29 APR 2002,JAM,4,"Egret Stadium, Xiamen (CHN)",20 APR 2024,1118
36,1317,10.27,-0.4,Bryan LEVELL,23 DEC 2003,JAM,4f1,"Jamaica College Ashenheim Stadium, Kingston (JAM)",20 APR 2024,1117
37,1317,10.27,2.0,Vinicius ROCHA MORAES,19 APR 1999,BRA,2,"Centro de Atletismo Professor Oswaldo Terra, Sao Bernardo do Campo (BRA)",20 APR 2024,1115
38,1317,10.27,1.6,John OTUGADE,24 JAN 1995,GBR,8f1,"National Training Center, Clermont, FL (USA)",20 APR 2024,1115
39,1317,10.27,1.0,Tarsis Gracious OROGOT,24 NOV 2002,UGA,4f8,"Univ. of Arizona Roy P. Drachman Stadium, Tucson, AZ (USA)",27 APR 2024,1115
40,1317,10.27,0.7,Noelex HOLDER,21 DEC 1999,GUY,1,"National Track and Field Centre, Leonora (GUY)",27 APR 2024,1115
41,1317,10.27,0.7,Haibin YAN,08 JAN 2003,CHN,2f4,"University of North Florda Jax Track at Hodges Stadium, Jacksonville, FL (USA)",27 APR 2024,1115
42,1317,10.27,1.2,Emanuel ARCHIBALD,09 SEP 1994,GUY,6f15,"National Stadium, Kingston (JAM)",04 MAY 2024,1115
43,1317,10.27,1.6,Zachary DELLA ROCCA,03 JUN 2005,AUS,1h1,"Weaver Stadium, Princeton, NJ (USA)",04 MAY 2024,1115
44,1317,10.27,1.1,Ismael KONE,06 NOV 2000,CIV,1h1,"Geroge C. Griffin Track, Atlanta, GA (USA)",10 MAY 2024,1115
45,1317,10.27,1.9,TJ BROCK,03 FEB 1998,USA,1sf2,"Cougar Athletic Stadium, Azusa, CA (USA)",10 MAY 2024,1115
46,1317,10.27,1.8,Yuangpeng XIAO,29 AUG 2000,CHN,2sf1,"Sports Center, Bengbu (CHN)",10 MAY 2024,1115
47,1317,10.27,0.8,Diego GONZÁLEZ,17 APR 2003,PUR,2h1,"Pista de Atletismo da Universidade Federal do Mato Grosso, Cuiaba (BRA)",10 MAY 2024,1115
48,1317,10.27,0.3,Javin BOSTIC,,USA,2f1,"Veterans Memorial Stadium, Clovis, CA (USA)",11 MAY 2024,1115
49,1317,10.27,0.5,Jabez REEVES,09 SEP 2002,LBR,1,"Track & Field Complex, Mankato, MN (USA)",11 MAY 2024,1115
50,1317,10.27,0.8,JT SMITH,12 JAN 1998,USA,6f1,"National Stadium, Kingston (JAM)",11 MAY 2024,1115
51,1317,10.27,1.6,Andre EWERS,07 JUN 1995,JAM,2h7,"National Training Center, Clermont, FL (USA)",11 MAY 2024,1115
52,1317,10.27,1.2,Shawn COLLINS,2001,USA,1,"UL Monroe Brown Stadium, Monroe, LA (USA)",11 MAY 2024,1115
53,1317,10.27,2.0,Damoy ALLEN,2001,USA,4,"University of Michigan Outdoor Track Stadium, Ann Arbor, MI (USA)",12 MAY 2024,1115
54,1317,10.27,1.8,Hiroaki YABASHI,30 DEC 1996,JPN,1f3,"Chukyo University Athletics Field, Toyota (JPN)",18 MAY 2024,1115
55,1317,10.27,-0.9,Mason PHILLIPS,,USA,1f1,"Alumni Field, Windsor (CAN)",18 MAY 2024,1120
56,1317,10.27,-0.1,Ryota SUZUKI,25 JUN 1999,JPN,5,"National Stadium, Tokyo (JPN)",19 MAY 2024,1115
57,1317,10.27,-3.0,Mccallum T'MARS,20 MAY 2004,USA,1h1,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",22 MAY 2024,1133
58,1317,10.27,-0.9,ZaChaeus BEARD,30 SEP 2000,USA,3h5,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",22 MAY 2024,1120
59,1317,10.27,0.8,James CRAWFORD,,USA,6pr6,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1115
60,1317,10.27,0.7,Clinton MUUNGA,08 JUL 2002,ZIM,7sf3,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",24 MAY 2024,1115
61,1317,10.27,0.7,Nadale BUNTIN,03 APR 2000,SKN,4f1,"Estadio de Atletismo - Unidad Deportiva el Salitre, Bogotá (COL)",25 MAY 2024,1115
62,1317,10.27,1.9,Domenic BARRESI,2003,CAN,4,"Alumni Stadium, London (CAN)",26 MAY 2024,1115
63,1317,10.27,-0.4,Nasser Mahmoud MOHAMMED,25 MAR 2002,KSA,2,"Al-Fayhaa Stadium, Basra (IRQ)",29 MAY 2024,1117
64,1317,10.27,0.0,Animesh KUJUR,02 JUN 2003,IND,4f1,"Helmántico, Salamanca (ESP)",01 JUN 2024,1115
65,1317,10.27,-0.4,Lalu Muhammad ZOHRI,01 JUL 2000,INA,1,"Taipei Municipal Stadium, Taipei City (TPE)",01 JUN 2024,1117
66,1317,10.27,1.2,Rivaldo ROBERTS,27 APR 1996,RSA,1h1,"Olse Merksem Atletiek Arena, Antwerpen (BEL)",01 JUN 2024,1115
67,1317,10.27,1.7,Bruno DEDE,07 OCT 1999,JPN,1h3,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1115
68,1317,10.27,0.3,De’montray CALLIS,25 FEB 2002,USA,7sf2,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1115
69,1317,10.27,1.5,Wakilli BENNET,,USA,1h5,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1115
70,1317,10.27,1.5,David DUNLAP,04 AUG 1999,USA,2h5,"Notre Dame HS, Sherman Oaks, CA (USA)",07 JUN 2024,1115
71,1317,10.27,1.2,Shamar RAMSEY,1994,JAM,7f3,"Emory Woodruff Physical Education Center, Atlanta, GA (USA)",08 JUN 2024,1115
72,1317,10.27,1.9,Maurice GLEATON,26 NOV 2006,USA,2,"Hayward Field, Eugene, OR (USA)",12 JUN 2024,1115
73,1317,10.27,1.3,Jaden WILEY,10 AUG 2006,USA,1h1,"Hayward Field, Eugene, OR (USA)",12 JUN 2024,1115
74,1317,10.27,1.8,Zamarii SANDERS,,USA,1,"Franklin Field, Philadelphia, PA (USA)",15 JUN 2024,1115
75,1317,10.27,1.4,Yuta SEKIGUCHI,04 NOV 2004,JPN,3f1,"Lemon Gas Stadium, Hiratsuka (JPN)",15 JUN 2024,1115
76,1317,10.27,0.0,Enoch ADEGOKE,08 MAR 2000,NGR,5,"Samuel Ogbemudia Stadium, Benin City (NGR)",16 JUN 2024,1115
77,1317,10.27,1.2,Javari THOMAS,25 SEP 2001,JAM,8f1,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1115
78,1317,10.27,1.5,Retshidisitswe MLENGA,27 FEB 2000,RSA,5,"Polideportivo Zorrotza, Bilbao (ESP)",18 JUN 2024,1115
79,1317,10.27,-1.1,Noureddine HADID,28 JAN 1993,LBN,2,"Centro Sportivo Saletti, Nembro (ITA)",19 JUN 2024,1121
80,1317,10.27,1.8,Miles LEWIS,11 APR 1991,PUR,1h2,"Piste Ben Leduc, Montréal (CAN)",21 JUN 2024,1115
81,1317,10.27,0.9,Elvis AFRIFA,30 NOV 1997,NED,1h2,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1115
82,1317,10.27,1.1,Jeriel QUAINOO,17 APR 2003,GBR,3h3,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1115
83,1317,10.27,0.6,Max THOMAS,24 FEB 2004,USA,5h2,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1115
84,1317,10.27,0.1,Raphael NGAGUELE MBERLINA,10 JAN 2001,CMR,4sf1,"Stade Omnisport de JAPOMA, Douala (CMR)",22 JUN 2024,1115
85,1317,10.27,1.7,Noureddine HADID,28 JAN 1993,LBN,2h2,"Pista atletismo Fuente de la Niña, Guadalajara (ESP)",23 JUN 2024,1115
86,1317,10.27,-0.7,Gabriel Aparecido DOS SANTOS GARCIA,02 OCT 1997,BRA,5,"Centro de Treinamento Paralímpico Brasileiro, São Paulo (BRA)",27 JUN 2024,1119
87,1317,10.27,1.0,Rasheed FOSTER,23 AUG 2002,JAM,6h3,"National Stadium, Kingston (JAM)",27 JUN 2024,1115
88,1317,10.27,0.2,Eloy BENITEZ,07 MAY 2003,PUR,h4,"Pedro Grajales, Cali (COL)",28 JUN 2024,1115
89,1317,10.27,1.8,Naquille HARRIS,16 MAY 2002,SKN,3,"National Stadium, Kingston (JAM)",28 JUN 2024,1115
90,1317,10.27,1.4,Joseph Paul AMOAH,12 JAN 1997,GHA,2h1,"Franklin Field, Philadelphia, PA (USA)",29 JUN 2024,1115
91,1317,10.27,1.0,Eric MAREK,21 FEB 2003,ITA,3,"Campo Montagna, La Spezia (ITA)",29 JUN 2024,1115
92,1317,10.27,-0.1,Rikuto HIGUCHI,19 AUG 1999,JPN,3sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1115
93,1317,10.27,-0.1,Taju HONGO,07 MAR 1999,JPN,3sf2,"Denka Big Swan Stadium, Niigata (JPN)",29 JUN 2024,1115
94,1317,10.27,0.5,Lucas ANSAH-PEPRAH,16 JAN 2000,GER,5,"Eintracht-Stadion, Braunschweig (GER)",29 JUN 2024,1115
95,1317,10.27,1.0,Israel OLATUNDE,29 MAY 2002,IRL,1,"Morton Stadium, Santry, Dublin (IRL)",30 JUN 2024,1115
96,1317,10.27,-2.0,Yohan BLAKE,26 DEC 1989,JAM,3h2,"Billy J. Murphy Track and Field Complex, Memphis, TN (USA)",12 JUL 2024,1127
97,1317,10.27,-0.7,Owen ANSAH,28 NOV 2000,GER,7h1,"Stade de La Charrière, La Chaux-de-Fonds (SUI)",14 JUL 2024,1119
98,1317,10.27,-0.2,Y.C.M. YODASINGHE,28 JAN 2000,SRI,1h1,"Sugathadasa Stadium, Colombo (SRI)",18 JUL 2024,1116
99,1317,10.27,0.0,Yuta SEKIGUCHI,04 NOV 2004,JPN,2,"Lemon Gas Stadium, Hiratsuka (JPN)",20 JUL 2024,1115
0,1317,10.27,0.0,Takuma HAYASHI,18 NOV 1999,JPN,3,"Lemon Gas Stadium, Hiratsuka (JPN)",20 JUL 2024,1115
1,1317,10.27,0.8,Gary CARD,04 JUN 2007,JAM,4f2,"Stade Jean Jacoby, Schifflange (LUX)",21 JUL 2024,1115
2,1317,10.27,1.0,Ade ADEWALE,27 AUG 1993,GBR,1f24,"Lee Valley Athletics Centre, London (GBR)",28 JUL 2024,1115
3,1317,10.27,0.1,Gary Noa Jerrel BIBI,21 AUG 2000,MRI,1pr3,"Stade de France, Paris (FRA)",03 AUG 2024,1115
4,1317,10.27,2.0,Hayato WATANABE,25 MAY 2002,JPN,2f1,"Nihon University Stadium, Tokyo (JPN)",10 AUG 2024,1115
5,1317,10.27,1.4,Daiki NOSE,05 FEB 2001,JPN,4er4,"Athletic Park Stadium, Sano (JPN)",11 AUG 2024,1115
6,1317,10.27,-0.4,Yoshiki KINASHI,28 SEP 2001,JPN,2f1,"Athletic Park Stadium, Sano (JPN)",17 AUG 2024,1117
7,1317,10.27,-0.2,Bradley NKOANA,27 JAN 2005,RSA,1h7,"Estadio Atlético de la VIDENA, Lima (PER)",27 AUG 2024,1116
8,1317,10.27,0.9,Naoki NISHIOKA,19 JUL 2006,JPN,1h8,"Estadio Atlético de la VIDENA, Lima (PER)",27 AUG 2024,1115
9,1317,10.27,1.0,Ojie EDOBURUN,02 JUN 1996,GBR,2f1,"Stratford Community Track, London (GBR)",08 SEP 2024,1115
10,1317,10.27,0.6,Yang LIU,29 MAY 2003,CHN,3,"Sports Center, Quzhou (CHN)",15 SEP 2024,1115
11,1317,10.27,-0.2,Jinxian HE,13 NOV 2006,CHN,1sf3,"Sports Center, Quzhou (CHN)",15 SEP 2024,1116
12,1317,10.27,-0.5,Towa UZAWA,25 NOV 2002,JPN,2sf3,"Todoroki Stadium, Kawasaki (JPN)",20 SEP 2024,1118
13,1414,10.28,1.9,Ismail KAMARA,14 FEB 1997,SLE,7f1,"AIS Athletics Track, Canberra (AUS)",27 JAN 2024,1112
14,1414,10.28,1.5,Enoch ADEGOKE,08 MAR 2000,NGR,1f2,"Navy New Sport Center, Lagos (NGR)",27 JAN 2024,1112
15,1414,10.28,0.9,Jacob DESPARD,20 NOV 1996,AUS,1,"SA Athletic Stadium, Adelaide (AUS)",10 FEB 2024,1112
16,1414,10.28,2.0,Chun-Han YANG,01 JAN 1997,TPE,1h3,"Queensland Sport and Athletics Centre, Nathan, Brisbane (AUS)",15 MAR 2024,1112
17,1414,10.28,0.7,Makanakaishe CHARAMBA,20 DEC 2001,ZIM,2f1,"Geroge C. Griffin Track, Atlanta, GA (USA)",16 MAR 2024,1112
18,1414,10.28,1.6,Clarence MUNYAI,20 FEB 1998,RSA,1f1,"Bestmed Tuks Stadium, Pretoria (RSA)",18 MAR 2024,1112
19,1414,10.28,-0.1,Gary Noa Jerrel BIBI,21 AUG 2000,MRI,3h1,"University of Ghana Sports Stadium, Accra (GHA)",18 MAR 2024,1112
20,1414,10.28,0.4,Bradley NKOANA,27 JAN 2005,RSA,4,"Pilditch Stadium, Pretoria (RSA)",21 MAR 2024,1112
21,1414,10.28,-0.1,Neo MOSEBI,16 APR 2004,RSA,1f1,"Florida State University - Mike Long Track, Tallahassee, FL (USA)",22 MAR 2024,1112
22,1414,10.28,1.7,David PHILLIPS,19 SEP 1999,USA,1f1,"Anteater Stadium, Irvine, CA (USA)",29 MAR 2024,1112
23,1414,10.28,2.0,Malachi MURRAY,18 MAR 2000,CAN,3f2,"Percy Beard Track, Gainesville, FL (USA)",30 MAR 2024,1112
24,1414,10.28,-0.1,Puripol BOONSON,13 JAN 2006,THA,1f1,"Strehle Track, Pomona College, Claremont, CA (USA)",06 APR 2024,1112
25,1414,10.28,-2.4,Courtney LINDSEY,18 NOV 1998,USA,1f2,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1126
26,1414,10.28,-2.4,Ackeem BLAKE,21 JAN 2002,JAM,2f2,"Ansin Sports Complex, Miramar, FL (USA)",06 APR 2024,1126
27,1414,10.28,0.7,Gaofei SUI,19 APR 2001,CHN,1sf1,"Zhaoqing Sports Center, Zhaoqing (CHN)",09 APR 2024,1112
28,1414,10.28,0.1,Shawn BROWN,,USA,4f1,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1112
29,1414,10.28,0.0,Kalen WALKER,13 OCT 2001,USA,3f2,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1112
30,1414,10.28,0.8,Eric HARRISON JR.,18 FEB 1999,TTO,3f3,"Percy Beard Track, Gainesville, FL (USA)",13 APR 2024,1112
31,1414,10.28,0.6,Shota IIZUKA,25 JUN 1991,JPN,2h1,"Hamayama Park Athletic Field, Izumo (JPN)",13 APR 2024,1112
32,1414,10.28,-1.2,Hiroto FUJIWARA,04 JAN 2003,JPN,3h2,"Hamayama Park Athletic Field, Izumo (JPN)",13 APR 2024,1119
33,1414,10.28,-1.2,Takuma HAYASHI,18 NOV 1999,JPN,4h2,"Hamayama Park Athletic Field, Izumo (JPN)",13 APR 2024,1119
34,1414,10.28,-0.1,Emanuel ARCHIBALD,09 SEP 1994,GUY,1h7,"Jamaica College Ashenheim Stadium, Kingston (JAM)",20 APR 2024,1112
35,1414,10.28,1.9,Brendon STEWART,29 JUL 2000,USA,3h4,"National Training Center, Clermont, FL (USA)",20 APR 2024,1112
36,1414,10.28,1.1,Clinton MUUNGA,08 JUL 2002,ZIM,1h4,"Drake Stadium, Des Moines, IA (USA)",26 APR 2024,1112
37,1414,10.28,0.7,Rikuto HIGUCHI,19 AUG 1999,JPN,3f1,"Municipal Stadium, Hiroshima (JPN)",29 APR 2024,1112
38,1414,10.28,1.6,Andrea FEDERICI,24 FEB 1997,ITA,1f1,"Campo Angelo Lagorio, Imperia (ITA)",01 MAY 2024,1112
39,1414,10.28,-1.2,Tate TAYLOR,,USA,2,"Mike A. Myers Stadium, Austin, TX (USA)",05 MAY 2024,1119
40,1414,10.28,1.9,Khalfani MUHAMMAD,26 SEP 1994,PUR,2sf2,"Cougar Athletic Stadium, Azusa, CA (USA)",10 MAY 2024,1112
41,1414,10.28,1.1,Kaleb SIMPSON,,USA,3h2,"Potts Field, Boulder, CO (USA)",11 MAY 2024,1112
42,1414,10.28,1.2,Kingsley Emeka UNORJI,13 APR 2004,NGR,2,"UL Monroe Brown Stadium, Monroe, LA (USA)",11 MAY 2024,1112
43,1414,10.28,-0.5,Ryuichiro SAKAI,14 MAR 1998,JPN,1h2,"Yanmar Stadium Nagai, Osaka (JPN)",12 MAY 2024,1115
44,1414,10.28,0.9,Ian KERR,01 MAY 1996,BAH,5,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1112
45,1414,10.28,0.9,Aymeric PRIAM,26 JUN 2000,FRA,6,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1112
46,1414,10.28,0.3,Ebrahima CAMARA,18 SEP 1996,GAM,1h1,"Stade L. Achille, Fort-de-France (FRA)",18 MAY 2024,1112
47,1414,10.28,0.5,Hassan TAFTIAN,04 MAY 1993,IRI,2,"Stade Pierre de Coubertin, Montgeron (FRA)",19 MAY 2024,1112
48,1414,10.28,-0.4,Oliwer WDOWIK,03 JAN 2002,POL,1f1,"Arena Lekkoatletyczna, Gliwice (POL)",21 MAY 2024,1114
49,1414,10.28,1.7,Konstantin KRYLOV,11 MAR 2004,RUS,1,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1112
50,1414,10.28,0.9,Konstantin KRYLOV,11 MAR 2004,RUS,1h2,"Slava Metreveli Stadium, Sochi (RUS)",21 MAY 2024,1112
51,1414,10.28,-0.6,Devin AUGUSTINE,02 DEC 2003,TTO,1pr3,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1115
52,1414,10.28,-0.6,Max THOMAS,24 FEB 2004,USA,1pr3,"John McDonnell Field, Fayetteville, AR (USA)",22 MAY 2024,1115
53,1414,10.28,0.9,Vasileios MYRIANTHOPOULOS,09 AUG 2001,GRE,4,"Atatürk Stadyumu, Izmir (TUR)",25 MAY 2024,1112
54,1414,10.28,0.9,Anej ČURIN PRAPOTNIK,23 MAY 2003,SLO,5,"Atatürk Stadyumu, Izmir (TUR)",25 MAY 2024,1112
55,1414,10.28,0.2,Reynier MENA,21 NOV 1996,CUB,1,"Stade Raymond Petit, Tomblaine (FRA)",25 MAY 2024,1112
56,1414,10.28,1.6,Melbin MARCELINO,23 MAY 1997,DOM,1,"Lantos Mihály Sportközpont, Budapest (HUN)",26 MAY 2024,1112
57,1414,10.28,0.1,Chijindu UJAH,05 MAR 1994,GBR,2f1,"London Marathon Community Track, London (GBR)",26 MAY 2024,1112
58,1414,10.28,-0.9,Ojie EDOBURUN,02 JUN 1996,GBR,2f2,"London Marathon Community Track, London (GBR)",26 MAY 2024,1117
59,1414,10.28,-0.2,Zheyang LI,22 JUL 2000,CHN,2f1,"Olympic Sports Center, Chongqing (CHN)",28 MAY 2024,1113
60,1414,10.28,0.2,Ali Anwar Ali AL BALUSHI,09 FEB 2002,OMA,1h2,"Al-Fayhaa Stadium, Basra (IRQ)",29 MAY 2024,1112
61,1414,10.28,0.1,Ebrahima CAMARA,18 SEP 1996,GAM,1f1,"Stade de Beaublanc, Limoges (FRA)",01 JUN 2024,1112
62,1414,10.28,-1.0,Abdul Hakim SANI BROWN,06 MAR 1999,JPN,5,"Olympiastadion, Stockholm (SWE)",02 JUN 2024,1118
63,1414,10.28,1.7,Hayato SUZUKI,30 MAY 2001,JPN,1er1,"Nihon University Athletics Stadium, Setagaya, Tokyo (JPN)",02 JUN 2024,1112
64,1414,10.28,1.7,Takehiro GODO,01 MAY 2004,JPN,3f3,"Athletic Stadium, Tottori (JPN)",02 JUN 2024,1112
65,1414,10.28,1.1,Nigel GREEN,1999,USA,2,"Joe Compagni Track at Kessler Stadium, West Long Branch, NJ (USA)",02 JUN 2024,1112
66,1414,10.28,1.7,Sean SAFO-ANTWI,31 OCT 1990,GHA,6er1,"Lee Valley Athletics Centre, London (GBR)",02 JUN 2024,1112
67,1414,10.28,-2.0,Edwin Kwabla GADAYI,14 FEB 2001,GHA,1,"University of Ghana Sports Stadium, Accra (GHA)",04 JUN 2024,1124
68,1414,10.28,0.3,Patrick IZE-IYAMU,,USA,4sf1,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1112
69,1414,10.28,-0.3,David FOSTER,29 AUG 2003,USA,3sf3,"Hayward Field, Eugene, OR (USA)",05 JUN 2024,1113
70,1414,10.28,0.3,Dominik KOPEĆ,05 MAR 1995,POL,3sf2,"Stadio Olimpico, Roma (ITA)",08 JUN 2024,1112
71,1414,10.28,0.9,Ashanie Romine SMITH,31 OCT 1998,JAM,2f2,"National Stadium, Kingston (JAM)",08 JUN 2024,1112
72,1414,10.28,0.9,John OTUGADE,24 JAN 1995,GBR,1f14,"Stadio Crestella, Donnas (ITA)",15 JUN 2024,1112
73,1414,10.28,-0.2,Shainer REGINFO MONTOYA,08 APR 2002,CUB,3f1,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1113
74,1414,10.28,-0.5,Ali Anwar Ali AL BALUSHI,09 FEB 2002,OMA,1h2,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1115
75,1414,10.28,-0.5,Mamadou Fall SARR,29 NOV 1998,SEN,2h2,"Stade d'Athletisme Pierre Voillequin, Troyes (FRA)",16 JUN 2024,1115
76,1414,10.28,0.2,Seye OGUNLEWE,30 AUG 1991,NGR,2sf3,"Samuel Ogbemudia Stadium, Benin City (NGR)",16 JUN 2024,1112
77,1414,10.28,2.0,Samson COLEBROOKE,10 MAY 1997,BAH,4f2,"The Bahamas National Stadium, Nassau (BAH)",16 JUN 2024,1112
78,1414,10.28,-0.2,Matteo MELLUZZO,29 JUL 2002,ITA,6f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1113
79,1414,10.28,-0.2,Guillem CRESPI,26 DEC 2002,ESP,7f1,"Estadio Vallehermoso, Madrid (ESP)",21 JUN 2024,1113
80,1414,10.28,0.0,Gary Noa Jerrel BIBI,21 AUG 2000,MRI,1h5,"Stade Omnisport de JAPOMA, Douala (CMR)",21 JUN 2024,1112
81,1414,10.28,0.0,Raphael NGAGUELE MBERLINA,10 JAN 2001,CMR,2h7,"Stade Omnisport de JAPOMA, Douala (CMR)",21 JUN 2024,1112
82,1414,10.28,0.4,Riku ILLUKKA,21 SEP 1999,FIN,2h1,"Kuortaneen keskusurheilukenttä, Kuortane (FIN)",22 JUN 2024,1112
83,1414,10.28,0.6,Jiapeng CHEN,05 JUL 2002,CHN,3h6,"Centre sportif Bout-du-Monde, Genève (SUI)",22 JUN 2024,1112
84,1414,10.28,0.6,Illas GARCIA,04 JAN 1998,USA,6h2,"Hayward Field, Eugene, OR (USA)",22 JUN 2024,1112
